,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,GroupAllErith_PT_0,GroupAllErith_PT_0.01,GroupAllErith_PT_0.02,GroupAllErith_PT_0.03,GroupAllErith_PT_0.04,GroupAllErith_PT_0.05,GroupAllErith_PT_0.06,GroupAllErith_PT_0.07,GroupAllErith_PT_0.08,GroupAllErith_PT_0.09,GroupAllErith_PT_0.1,GroupAllErith_PT_0.11,GroupAllErith_PT_0.12,GroupAllErith_PT_0.13,GroupAllErith_PT_0.14,GroupAllErith_PT_0.15,GroupAllErith_PT_0.16,GroupAllErith_PT_0.17,GroupAllErith_PT_0.18,GroupAllErith_PT_0.19,GroupAllErith_PT_0.2,GroupAllErith_PT_0.21,GroupAllErith_PT_0.22,GroupAllErith_PT_0.23,GroupAllErith_PT_0.24,GroupAllErith_PT_0.25,GroupAllErith_PT_0.26,GroupAllErith_PT_0.27,GroupAllErith_PT_0.28,GroupAllErith_PT_0.29,GroupAllErith_PT_0.3,GroupAllErith_PT_0.31,GroupAllErith_PT_0.32,GroupAllErith_PT_0.33,GroupAllErith_PT_0.34,GroupAllErith_PT_0.35,GroupAllErith_PT_0.36,GroupAllErith_PT_0.37,GroupAllErith_PT_0.38,GroupAllErith_PT_0.39,GroupAllErith_PT_0.4,GroupAllErith_PT_0.41,GroupAllErith_PT_0.42,GroupAllErith_PT_0.43,GroupAllErith_PT_0.44,GroupAllErith_PT_0.45,GroupAllErith_PT_0.46,GroupAllErith_PT_0.47,GroupAllErith_PT_0.48,GroupAllErith_PT_0.49,GroupAllErith_PT_0.5,GroupAllErith_PT_0.51,GroupAllErith_PT_0.52,GroupAllErith_PT_0.53,GroupAllErith_PT_0.54,GroupAllErith_PT_0.55,GroupAllErith_PT_0.56,GroupAllErith_PT_0.57,GroupAllErith_PT_0.58,GroupAllErith_PT_0.59,GroupAllErith_PT_0.6,GroupAllErith_PT_0.61,GroupAllErith_PT_0.62,GroupAllErith_PT_0.63,GroupAllErith_PT_0.64,GroupAllErith_PT_0.65,GroupAllErith_PT_0.66,GroupAllErith_PT_0.67,GroupAllErith_PT_0.68,GroupAllErith_PT_0.69,GroupAllErith_PT_0.7,GroupAllErith_PT_0.71,GroupAllErith_PT_0.72,GroupAllErith_PT_0.73,GroupAllErith_PT_0.74,GroupAllErith_PT_0.75,GroupAllErith_PT_0.76,GroupAllErith_PT_0.77,GroupAllErith_PT_0.78,GroupAllErith_PT_0.79,GroupAllErith_PT_0.8,GroupAllErith_PT_0.81,GroupAllErith_PT_0.82,GroupAllErith_PT_0.83,GroupAllErith_PT_0.84,GroupAllErith_PT_0.85,GroupAllErith_PT_0.86,GroupAllErith_PT_0.87,GroupAllErith_PT_0.88,GroupAllErith_PT_0.89,GroupAllErith_PT_0.9,GroupAllErith_PT_0.91,GroupAllErith_PT_0.92,GroupAllErith_PT_0.93,GroupAllErith_PT_0.94,GroupAllErith_PT_0.95,GroupAllErith_PT_0.96,GroupAllErith_PT_0.97,GroupAllErith_PT_0.98,GroupAllErith_PT_0.99,GroupAllErith_PT_1
18,WRNIP1,0,0,64.875,2.7344e-13,1.4875e-09,0.011531,0.007711,0.0038955,8.9357e-05,-0.0037025,-0.0074754,-0.01122465,-0.01494542,-0.01863302,-0.022283,-0.02589,-0.029449,-0.032957,-0.03640745,-0.039796,-0.043119,-0.046371,-0.049546,-0.052641,-0.05565125,-0.058571,-0.061396,-0.064121,-0.066743,-0.069255,-0.071653,-0.073933,-0.07609842,-0.078178,-0.080204,-0.08221,-0.084228,-0.086291,-0.088431,-0.09068087,-0.09307385,-0.095642,-0.098419,-0.10144,-0.10473,-0.10830486,-0.11215291,-0.11625,-0.12058,-0.12511,-0.12983,-0.13473,-0.13976259,-0.14493,-0.1502,-0.15555056,-0.16097021,-0.16643,-0.17192,-0.17741,-0.18288652,-0.18832,-0.1937,-0.19899878,-0.2042,-0.20927771,-0.21421685,-0.21899507,-0.22359,-0.22799,-0.232159,-0.23609,-0.23975415,-0.24313592,-0.24621,-0.24896525,-0.25137176,-0.25341215,-0.25506971,-0.25635022,-0.25726764,-0.25783592,-0.25807,-0.25798,-0.25758564,-0.2569,-0.25593,-0.25469594,-0.25321133,-0.25149,-0.24954,-0.24739,-0.24504,-0.24251,-0.23981,-0.2369537,-0.23396085,-0.23084,-0.22761,-0.22428404,-0.22087223,-0.2173906,-0.21385,-0.21027,-0.20666639,-0.20305
19,PTPRC,0,1,42.714,1.1865e-08,5.4294e-05,-0.040057,-0.0460164,-0.0519785,-0.057946,-0.06392,-0.069904,-0.07590135,-0.08191313,-0.08794231,-0.093991,-0.10006,-0.10616,-0.11228,-0.1184362,-0.12462,-0.13084,-0.1371,-0.1434,-0.14974,-0.15612256,-0.16255442,-0.16904,-0.17557,-0.18216,-0.1888,-0.19551,-0.20228,-0.20909913,-0.21594,-0.22277,-0.22955,-0.23624,-0.2428,-0.2492,-0.25539222,-0.26134814,-0.26703,-0.27239,-0.27741,-0.28204,-0.28625435,-0.29007742,-0.29352,-0.29659,-0.29931,-0.3017,-0.30375,-0.30550299,-0.30696,-0.30813,-0.30903382,-0.30968717,-0.3101,-0.31029,-0.31028,-0.31006652,-0.30967,-0.30912,-0.30840827,-0.30756,-0.30659357,-0.30551664,-0.30434585,-0.3031,-0.30178,-0.30041426,-0.29901,-0.29758779,-0.29615612,-0.29473,-0.29332787,-0.29196008,-0.29064237,-0.28938728,-0.28819641,-0.28706739,-0.28599784,-0.28499,-0.28403,-0.28312222,-0.28227,-0.28146,-0.28069618,-0.27997631,-0.2793,-0.27866,-0.27805,-0.27748,-0.27694,-0.27642,-0.2759363,-0.27547334,-0.27503,-0.27461,-0.2742034,-0.2738118,-0.27343209,-0.27306,-0.2727,-0.27234055,-0.27198
20,ARHGEF2,0,0,36.721,2.0559e-07,0.00087645,-0.034627,-0.0365155,-0.0384171,-0.040344,-0.04231,-0.044327,-0.04640854,-0.04856691,-0.05081516,-0.053166,-0.055633,-0.058228,-0.060964,-0.06385402,-0.066911,-0.070148,-0.073578,-0.077213,-0.081066,-0.08515028,-0.08947862,-0.094064,-0.098919,-0.10406,-0.10949,-0.11523,-0.12129,-0.12766811,-0.1343,-0.14114,-0.1481,-0.15512,-0.16215,-0.16911,-0.17594131,-0.18257859,-0.18896,-0.19501,-0.20068,-0.20589,-0.21061222,-0.21486537,-0.21867,-0.22205,-0.22502,-0.22761,-0.22984,-0.23172634,-0.2333,-0.23458,-0.23558163,-0.23633568,-0.23686,-0.23718,-0.23731,-0.23728362,-0.23711,-0.23682,-0.2364393,-0.23598,-0.23546601,-0.23492228,-0.23436984,-0.23383,-0.23333,-0.23288043,-0.23251,-0.23224755,-0.23210516,-0.23211,-0.23227855,-0.23263837,-0.2332096,-0.2340109,-0.23504103,-0.23629151,-0.23775387,-0.23942,-0.24128,-0.24332752,-0.24555,-0.24795,-0.25050302,-0.25321126,-0.25606,-0.25905,-0.26217,-0.2654,-0.26874,-0.27219,-0.27572864,-0.27935222,-0.28305,-0.28682,-0.29064675,-0.2945246,-0.29844482,-0.3024,-0.30638,-0.310375,-0.31438
21,SERPINB9,0,0,29.463,6.2943e-06,0.024296,0.038167,0.0304257,0.0226948,0.014984,0.0073019,-0.00034028,-0.00793315,-0.01546683,-0.02293146,-0.030317,-0.037614,-0.044812,-0.051902,-0.05887369,-0.065717,-0.072422,-0.078979,-0.085378,-0.09161,-0.0976642,-0.10353087,-0.1092,-0.11466,-0.11991,-0.12493,-0.12971,-0.13424,-0.13852548,-0.14256,-0.14636,-0.14992,-0.15326,-0.15639,-0.1593,-0.16201537,-0.16453431,-0.16687,-0.16902,-0.171,-0.17282,-0.17448003,-0.17599251,-0.17736,-0.1786,-0.17972,-0.18071,-0.1816,-0.18238606,-0.18308,-0.18368,-0.18421229,-0.18467032,-0.18507,-0.18541,-0.1857,-0.1859581,-0.18618,-0.18639,-0.18657215,-0.18675,-0.18693173,-0.18712012,-0.18732472,-0.18755,-0.18781,-0.18811422,-0.18846,-0.18886545,-0.18933208,-0.18987,-0.19048661,-0.1911902,-0.19198848,-0.19288802,-0.19388783,-0.19498422,-0.19617346,-0.19745,-0.19882,-0.20026121,-0.20178,-0.20338,-0.20505096,-0.20678622,-0.20858,-0.21044,-0.21236,-0.21432,-0.21634,-0.21839,-0.22049301,-0.22262941,-0.2248,-0.227,-0.22922433,-0.23147216,-0.23373856,-0.23602,-0.23831,-0.24061206,-0.24292
22,CAP1,0,0,66.222,1.4221e-13,7.7915e-10,-0.13756,-0.1398548,-0.1421665,-0.14451,-0.14689,-0.14933,-0.15184442,-0.15444352,-0.1571432,-0.15996,-0.1629,-0.16599,-0.16924,-0.17265323,-0.17626,-0.18006,-0.18409,-0.18834,-0.19283,-0.19758754,-0.20261497,-0.20793,-0.21355,-0.21948,-0.22574,-0.23235,-0.23932,-0.24664096,-0.25427,-0.26215,-0.27022,-0.27842,-0.28669,-0.29498,-0.30322547,-0.3113704,-0.31936,-0.32712,-0.33462,-0.34178,-0.34856595,-0.3549908,-0.36106,-0.36678,-0.37215,-0.37719,-0.3819,-0.3862934,-0.39037,-0.39415,-0.39762624,-0.40081445,-0.40372,-0.40635,-0.40872,-0.41082181,-0.41268,-0.41428,-0.41565614,-0.4168,-0.41772036,-0.41842755,-0.41892819,-0.41923,-0.41934,-0.4192664,-0.41902,-0.41859769,-0.41801774,-0.41728,-0.41640445,-0.41538622,-0.414237,-0.41296401,-0.41157238,-0.41006651,-0.4084508,-0.40673,-0.40491,-0.40298855,-0.40098,-0.39888,-0.39669587,-0.39443428,-0.3921,-0.38969,-0.38722,-0.38468,-0.38209,-0.37945,-0.37675775,-0.37402163,-0.37125,-0.36844,-0.36559358,-0.36272565,-0.35983575,-0.35693,-0.35401,-0.35107817,-0.34814
23,CD74,0,1,32.557,1.4718e-06,0.0059312,-0.1968,-0.2089137,-0.2210041,-0.23305,-0.24502,-0.2569,-0.26866019,-0.2802803,-0.29173582,-0.303,-0.31406,-0.32488,-0.33544,-0.34572164,-0.3557,-0.36534,-0.37463,-0.38355,-0.39207,-0.40015896,-0.4078054,-0.41498,-0.42166,-0.42783,-0.43345,-0.43851,-0.44299,-0.44686381,-0.45019,-0.45301,-0.45538,-0.45734,-0.45894,-0.46024,-0.4612863,-0.46212035,-0.4628,-0.46336,-0.46387,-0.46436,-0.46487689,-0.46541273,-0.46597,-0.46654,-0.46712,-0.46772,-0.46832,-0.46893558,-0.46955,-0.47017,-0.47078907,-0.47140486,-0.47202,-0.47262,-0.47321,-0.47379511,-0.47436,-0.47491,-0.47544541,-0.47596,-0.47644252,-0.4769031,-0.47733522,-0.47774,-0.4781,-0.47843733,-0.47873,-0.47898668,-0.47919868,-0.47937,-0.47948559,-0.47955578,-0.47957401,-0.47953839,-0.47944986,-0.47931038,-0.4791219,-0.47889,-0.47861,-0.47828213,-0.47792,-0.47751,-0.47707197,-0.47659543,-0.47609,-0.47554,-0.47497,-0.47438,-0.47375,-0.47311,-0.47243654,-0.47174835,-0.47104,-0.47032,-0.46958579,-0.46883881,-0.46808203,-0.46732,-0.46655,-0.4657725,-0.465
24,CRBN,0,0,49.9,3.789e-10,1.8684e-06,0.023808,0.0229379,0.0220478,0.021118,0.020128,0.019059,0.01789083,0.01660308,0.01517615,0.01359,0.011825,0.0098615,0.0076791,0.0052581,0.0025786,-0.00037918,-0.0036352,-0.0072093,-0.011121,-0.01539146,-0.0200392,-0.025085,-0.030547,-0.036448,-0.042805,-0.04964,-0.056972,-0.06479892,-0.073061,-0.081686,-0.090605,-0.099745,-0.10904,-0.11841,-0.12778783,-0.13710615,-0.14629,-0.15527,-0.16398,-0.17234,-0.18031262,-0.18789123,-0.19508,-0.20188,-0.2083,-0.21434,-0.22,-0.22527984,-0.23019,-0.23473,-0.238902,-0.24270968,-0.24616,-0.24924,-0.25197,-0.25434873,-0.25637,-0.25805,-0.25938398,-0.26037,-0.26102311,-0.26133564,-0.26131382,-0.26096,-0.26028,-0.25926985,-0.25794,-0.25628602,-0.25431603,-0.25203,-0.24943367,-0.24652682,-0.2433132,-0.23979647,-0.2359856,-0.23189146,-0.22752497,-0.2229,-0.21802,-0.21290025,-0.20755,-0.20199,-0.19621648,-0.19024849,-0.1841,-0.17777,-0.17128,-0.16463,-0.15785,-0.15093,-0.14389693,-0.13675234,-0.12951,-0.12218,-0.11477385,-0.10730243,-0.09977654,-0.092207,-0.084605,-0.07698096,-0.069346
25,DOCK2,0,0,45.401,3.2819e-09,1.5497e-05,-0.084782,-0.0885044,-0.0922371,-0.09599,-0.099773,-0.1036,-0.10747079,-0.11140532,-0.11541048,-0.1195,-0.12367,-0.12795,-0.13234,-0.1368488,-0.14149,-0.14627,-0.15121,-0.1563,-0.16157,-0.16701414,-0.17265378,-0.1785,-0.18455,-0.19082,-0.19733,-0.20408,-0.21108,-0.21833256,-0.22579,-0.2334,-0.24113,-0.24892,-0.25672,-0.26448,-0.27216479,-0.27971504,-0.28709,-0.29423,-0.30109,-0.30763,-0.31381798,-0.31965192,-0.32514,-0.33029,-0.3351,-0.33958,-0.34375,-0.34758965,-0.35112,-0.35435,-0.35727523,-0.35990758,-0.36225,-0.36431,-0.3661,-0.36760963,-0.36886,-0.36984,-0.37057864,-0.37106,-0.37130742,-0.37131392,-0.3710895,-0.37064,-0.36997,-0.36908829,-0.368,-0.36670511,-0.36521607,-0.36354,-0.36167191,-0.35962829,-0.35741133,-0.35502681,-0.35248065,-0.34977885,-0.34692739,-0.34393,-0.3408,-0.33753492,-0.33414,-0.33063,-0.32701104,-0.32327959,-0.31945,-0.31552,-0.3115,-0.3074,-0.30322,-0.29896,-0.29464516,-0.29026718,-0.28584,-0.28136,-0.27683393,-0.27227636,-0.26768886,-0.26308,-0.25845,-0.25380664,-0.24916
26,CAMLG,0,0,61.469,1.4244e-12,7.605e-09,-0.020498,-0.024845,-0.0291992,-0.033567,-0.037954,-0.042369,-0.04681731,-0.0513059,-0.05584155,-0.060431,-0.065081,-0.069798,-0.074589,-0.07946116,-0.08442,-0.089474,-0.094628,-0.09989,-0.10527,-0.11076316,-0.11638808,-0.12215,-0.12805,-0.1341,-0.1403,-0.14666,-0.1532,-0.15989441,-0.16673,-0.17366,-0.18065,-0.18768,-0.19469,-0.20167,-0.20856824,-0.21535495,-0.22199,-0.22845,-0.23469,-0.24068,-0.24638854,-0.25182713,-0.257,-0.2619,-0.26654,-0.27092,-0.27505,-0.27891962,-0.28255,-0.28593,-0.28906506,-0.29196676,-0.29463,-0.29707,-0.29928,-0.30126773,-0.30303,-0.30458,-0.30592192,-0.30705,-0.30797254,-0.30869287,-0.30921462,-0.30954,-0.30968,-0.30962392,-0.30939,-0.30896906,-0.30837398,-0.30761,-0.30666628,-0.30556078,-0.30429225,-0.30286448,-0.30128267,-0.29955253,-0.29767975,-0.29567,-0.29353,-0.2912627,-0.28888,-0.28638,-0.28376735,-0.2810559,-0.27825,-0.27535,-0.27236,-0.2693,-0.26616,-0.26295,-0.25967959,-0.25635198,-0.25297,-0.24955,-0.24608389,-0.24258512,-0.23905783,-0.23551,-0.23194,-0.22836184,-0.22478
27,VAMP8,0,0,59.342,3.9874e-12,2.1022e-08,-0.17682,-0.1827523,-0.1886743,-0.19458,-0.20047,-0.20632,-0.21213746,-0.21790957,-0.22362922,-0.22929,-0.23488,-0.2404,-0.24583,-0.25117824,-0.25643,-0.26157,-0.2666,-0.27151,-0.27629,-0.28093947,-0.28544501,-0.2898,-0.294,-0.29803,-0.30189,-0.30557,-0.30907,-0.31237647,-0.31553,-0.31855,-0.32148,-0.32434,-0.32718,-0.33001,-0.33287805,-0.33580799,-0.33883,-0.34199,-0.3453,-0.3488,-0.35250502,-0.3563997,-0.36046,-0.36468,-0.36903,-0.37349,-0.37804,-0.38266926,-0.38735,-0.39208,-0.39681918,-0.40156027,-0.40628,-0.41097,-0.41559,-0.42014316,-0.4246,-0.42894,-0.43315082,-0.43721,-0.44109661,-0.44479503,-0.44828529,-0.45155,-0.45457,-0.45731817,-0.45979,-0.46195292,-0.46379748,-0.4653,-0.4664465,-0.46721317,-0.46758278,-0.46754018,-0.46709233,-0.46625423,-0.46504089,-0.46347,-0.46155,-0.45929954,-0.45674,-0.45387,-0.45072137,-0.44730163,-0.44363,-0.43971,-0.43557,-0.43122,-0.42668,-0.42195,-0.41705938,-0.41201859,-0.40684,-0.40155,-0.39614577,-0.3906547,-0.38508859,-0.37946,-0.37379,-0.36809004,-0.36237
28,GABPB1,0,0,68.181,5.4951e-14,3.0399e-10,-0.019555,-0.0226358,-0.0257236,-0.028825,-0.031946,-0.035094,-0.03827577,-0.04149759,-0.04476634,-0.048089,-0.051471,-0.054921,-0.058445,-0.0620485,-0.06574,-0.069524,-0.07341,-0.077402,-0.081509,-0.08573636,-0.09009098,-0.09458,-0.099209,-0.10399,-0.10892,-0.11401,-0.11927,-0.12469661,-0.13028,-0.136,-0.14183,-0.14777,-0.1538,-0.15989,-0.16602859,-0.17220099,-0.17839,-0.18457,-0.19074,-0.19686,-0.20294007,-0.20895394,-0.2149,-0.22076,-0.22653,-0.23221,-0.23778,-0.2432304,-0.24856,-0.25375,-0.25879374,-0.26368696,-0.26842,-0.27298,-0.27735,-0.28154206,-0.28553,-0.28931,-0.2928725,-0.29621,-0.29930695,-0.30216086,-0.30476032,-0.3071,-0.30916,-0.31094008,-0.31243,-0.31361922,-0.31449902,-0.31506,-0.31529314,-0.31518909,-0.31473872,-0.31393528,-0.31278634,-0.3113047,-0.30950314,-0.30739,-0.30499,-0.30230698,-0.29935,-0.29614,-0.2926923,-0.28900967,-0.28511,-0.281,-0.27671,-0.27223,-0.26759,-0.26279,-0.2578568,-0.25279216,-0.24761,-0.24233,-0.23695842,-0.23150989,-0.22599738,-0.22043,-0.21483,-0.20920391,-0.20356
29,XBP1,1,0,42.905,1.0829e-08,4.9738e-05,-0.21579,-0.225118,-0.2344279,-0.2437,-0.2529,-0.26202,-0.27103729,-0.27992716,-0.28867006,-0.29724,-0.30563,-0.31381,-0.32175,-0.32944481,-0.33686,-0.34399,-0.3508,-0.35728,-0.3634,-0.36913543,-0.37447666,-0.3794,-0.38388,-0.3879,-0.39143,-0.39446,-0.39697,-0.39895305,-0.40048,-0.40161,-0.40244,-0.40303,-0.40345,-0.40378,-0.40410372,-0.40448157,-0.40499,-0.40571,-0.40671,-0.40806,-0.409809,-0.41192908,-0.4144,-0.41718,-0.42026,-0.4236,-0.42719,-0.43098425,-0.43497,-0.43911,-0.44338104,-0.44776013,-0.45222,-0.45673,-0.46126,-0.46579766,-0.4703,-0.47475,-0.47912444,-0.48339,-0.48751203,-0.49147653,-0.49525253,-0.49881,-0.50213,-0.50518214,-0.50794,-0.51036918,-0.51245269,-0.51416,-0.515466,-0.51634232,-0.51676279,-0.51670554,-0.51617754,-0.51519621,-0.51377897,-0.51194,-0.50971,-0.50708621,-0.5041,-0.50076,-0.49709805,-0.49311771,-0.48884,-0.48429,-0.47947,-0.47441,-0.46912,-0.46362,-0.45793224,-0.45206881,-0.44605,-0.43989,-0.43360673,-0.42722023,-0.42074654,-0.4142,-0.40761,-0.40097676,-0.39433
30,RAP1B,0,0,91.943,5.0883e-19,3.0748e-15,-0.041604,-0.0444502,-0.0472947,-0.050135,-0.05297,-0.055796,-0.05861172,-0.06141548,-0.06420497,-0.066978,-0.069733,-0.072467,-0.075179,-0.07786699,-0.080528,-0.083161,-0.085762,-0.088332,-0.090866,-0.09336433,-0.09582353,-0.098242,-0.10062,-0.10295,-0.10523,-0.10747,-0.10965,-0.11179066,-0.11392,-0.11606,-0.11826,-0.12055,-0.12297,-0.12554,-0.12830135,-0.13129214,-0.13454,-0.13809,-0.14197,-0.14621,-0.15083162,-0.15580541,-0.16111,-0.16671,-0.17258,-0.17871,-0.18505,-0.19158648,-0.19829,-0.20513,-0.21208891,-0.2191314,-0.22623,-0.23337,-0.24051,-0.24762867,-0.2547,-0.2617,-0.26859516,-0.27536,-0.28197741,-0.28840954,-0.29463328,-0.30062,-0.30635,-0.31178631,-0.31691,-0.32168858,-0.32609942,-0.33011,-0.33370656,-0.33684927,-0.3395157,-0.34168403,-0.34336176,-0.34456705,-0.34531806,-0.34563,-0.34553,-0.34502716,-0.34414,-0.34289,-0.34130194,-0.33938182,-0.33715,-0.33463,-0.33184,-0.32879,-0.32551,-0.32201,-0.31830916,-0.31442657,-0.31038,-0.30619,-0.30187026,-0.29744254,-0.29292397,-0.28833,-0.28369,-0.27900483,-0.2743
31,CITED2,1,0,37.734,1.2714e-07,0.00054989,-0.02911,-0.0399185,-0.0507016,-0.061434,-0.07209,-0.082644,-0.09307035,-0.10334433,-0.1134401,-0.12333,-0.133,-0.1424,-0.15153,-0.160355,-0.16885,-0.17698,-0.18474,-0.19208,-0.199,-0.2054518,-0.21142354,-0.21689,-0.22181,-0.22618,-0.22996,-0.23314,-0.23567,-0.23756763,-0.23889,-0.2397,-0.24009,-0.24012,-0.23987,-0.23941,-0.23880663,-0.23814307,-0.23749,-0.23692,-0.2365,-0.23632,-0.23640327,-0.23675428,-0.23736,-0.2382,-0.23927,-0.24055,-0.24204,-0.2437088,-0.24556,-0.24757,-0.24973213,-0.25203254,-0.25446,-0.257,-0.25963,-0.26235907,-0.26516,-0.26802,-0.27092994,-0.27388,-0.2768469,-0.27982824,-0.28280791,-0.28577,-0.28871,-0.29161004,-0.29446,-0.29723721,-0.29994047,-0.30255,-0.30506291,-0.30745672,-0.30972201,-0.31184807,-0.3138358,-0.31569031,-0.31741673,-0.31902,-0.32051,-0.32187867,-0.32314,-0.32431,-0.32537222,-0.32634546,-0.32723,-0.32804,-0.32876,-0.32942,-0.33001,-0.33054,-0.33100612,-0.33142599,-0.3318,-0.33213,-0.33242942,-0.33269558,-0.33293612,-0.33316,-0.33336,-0.33355526,-0.33374
32,CD53,0,1,55.624,2.4042e-11,1.2353e-07,-0.11178,-0.1158427,-0.1199213,-0.12403,-0.12819,-0.1324,-0.13669824,-0.14108515,-0.14557995,-0.1502,-0.15495,-0.15987,-0.16495,-0.1702119,-0.17568,-0.18136,-0.18727,-0.19343,-0.19985,-0.20655235,-0.2135442,-0.22084,-0.22847,-0.23643,-0.24475,-0.25344,-0.26251,-0.27195774,-0.28171,-0.29167,-0.30176,-0.31189,-0.32197,-0.33191,-0.34162659,-0.35103436,-0.36004,-0.36857,-0.37652,-0.38381,-0.39039166,-0.39628631,-0.40152,-0.40612,-0.4101,-0.41351,-0.41636,-0.41867391,-0.42049,-0.42182,-0.42270615,-0.42316451,-0.42322,-0.42291,-0.42225,-0.42127029,-0.42,-0.41845,-0.41667164,-0.41467,-0.41248686,-0.41013762,-0.4076522,-0.40506,-0.40238,-0.39964173,-0.39687,-0.39410244,-0.39135197,-0.38865,-0.38602078,-0.38349265,-0.38109121,-0.37883921,-0.37673861,-0.37478382,-0.37296924,-0.37129,-0.36974,-0.3683106,-0.367,-0.3658,-0.36471188,-0.36372167,-0.36283,-0.36202,-0.3613,-0.36066,-0.36009,-0.35959,-0.3591456,-0.35876106,-0.35843,-0.35814,-0.35788784,-0.35767155,-0.35748329,-0.35732,-0.35717,-0.35703067,-0.3569
33,HLA.DRA,0,0,38.331,9.573e-08,0.00041681,-0.13799,-0.1508496,-0.1636823,-0.17647,-0.18919,-0.20182,-0.21433098,-0.22670881,-0.23892741,-0.25096,-0.2628,-0.2744,-0.28575,-0.29683589,-0.30762,-0.31809,-0.32821,-0.33798,-0.34735,-0.35631756,-0.36485121,-0.37293,-0.38053,-0.38763,-0.39421,-0.40024,-0.4057,-0.41059056,-0.41494,-0.41879,-0.42219,-0.42518,-0.42781,-0.43012,-0.43214493,-0.43394081,-0.43555,-0.43701,-0.43837,-0.43966,-0.440933,-0.44217034,-0.44337,-0.44454,-0.44567,-0.44676,-0.4478,-0.44880055,-0.44975,-0.45065,-0.45148937,-0.45227568,-0.453,-0.45367,-0.45427,-0.45480243,-0.45527,-0.45566,-0.45597591,-0.45622,-0.45637598,-0.45645361,-0.4564462,-0.45635,-0.45617,-0.45588797,-0.45551,-0.45504338,-0.45447162,-0.4538,-0.45301631,-0.4521276,-0.45112809,-0.45001593,-0.44879363,-0.44746526,-0.4460349,-0.44451,-0.44288,-0.44117271,-0.43938,-0.4375,-0.43553948,-0.43350944,-0.43141,-0.42925,-0.42702,-0.42474,-0.4224,-0.42002,-0.41758574,-0.41511512,-0.41261,-0.41007,-0.40749925,-0.40490624,-0.40229282,-0.39966,-0.39702,-0.394371,-0.39172
34,ZNF428,0,0,74.578,2.4473e-15,1.3942e-11,-0.023626,-0.0253627,-0.0271054,-0.028859,-0.030631,-0.032425,-0.03424842,-0.03610609,-0.03800403,-0.039948,-0.041944,-0.043997,-0.046113,-0.04829904,-0.050559,-0.0529,-0.055327,-0.057847,-0.060464,-0.06318409,-0.06601391,-0.068959,-0.072024,-0.075217,-0.078541,-0.082004,-0.08561,-0.08936797,-0.09329,-0.09739,-0.10168,-0.10618,-0.11089,-0.11584,-0.12103447,-0.12648802,-0.13221,-0.13823,-0.14454,-0.15117,-0.15811231,-0.16533188,-0.1728,-0.18047,-0.18833,-0.19632,-0.20442,-0.21260269,-0.22082,-0.22904,-0.23723711,-0.24536808,-0.2534,-0.2613,-0.26904,-0.2765754,-0.28388,-0.29091,-0.29763877,-0.30403,-0.31005157,-0.31566632,-0.32084092,-0.32554,-0.32973,-0.33338111,-0.33645,-0.33891213,-0.34072609,-0.34186,-0.34227949,-0.34195038,-0.34083838,-0.33891626,-0.33619837,-0.33271415,-0.32849309,-0.32356,-0.31796,-0.31170352,-0.30483,-0.29737,-0.28934337,-0.28078963,-0.27173,-0.26221,-0.25224,-0.24186,-0.23109,-0.21998,-0.20853432,-0.19679738,-0.1848,-0.17256,-0.16011286,-0.1474917,-0.13472317,-0.12184,-0.10886,-0.0958281,-0.082765
35,MEF2C,1,0,82.529,5.0705e-17,2.9784e-13,0.028646,0.0267761,0.024883,0.022943,0.020934,0.018831,0.01661257,0.0142543,0.01173324,0.0090261,0.0061098,0.0029608,-0.00044389,-0.00412767,-0.0081138,-0.012425,-0.017086,-0.022118,-0.027546,-0.03339273,-0.03968102,-0.046434,-0.053676,-0.061429,-0.069718,-0.078564,-0.087991,-0.09799275,-0.10847,-0.11933,-0.13045,-0.14173,-0.15306,-0.16433,-0.17543414,-0.18626731,-0.19672,-0.20668,-0.21605,-0.22472,-0.23262413,-0.23978723,-0.24624,-0.25201,-0.25713,-0.26163,-0.26554,-0.26888372,-0.2717,-0.27401,-0.27585233,-0.27725149,-0.27824,-0.27884,-0.2791,-0.27902641,-0.27866,-0.27804,-0.27718143,-0.27612,-0.27488718,-0.27351042,-0.27202041,-0.27045,-0.26882,-0.26716966,-0.26553,-0.26391737,-0.26237533,-0.26093,-0.25960887,-0.2584442,-0.25746508,-0.2566972,-0.25614167,-0.25579063,-0.25563622,-0.25567,-0.25589,-0.25627409,-0.25683,-0.25754,-0.25839845,-0.2594002,-0.26054,-0.2618,-0.26318,-0.26467,-0.26626,-0.26794,-0.26971578,-0.27156696,-0.27349,-0.27547,-0.27751375,-0.27960087,-0.28172733,-0.28389,-0.28607,-0.28826399,-0.29047
