,gene,Group1,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Group11,Group12,Group13,Group14,Group15,statisticsValue,P-value,Adj P-value
121,ANKRD28,-0.07894,-0.18075,-0.10658,-0.15663,-0.17085,-0.20377,-0.34535,-0.32393,-0.07896,-0.00468,-0.06386,-0.0863,-0.20405,-0.25776,-0.24475,145.15799,6.66e-24,4.07e-20
122,ANKRD49,-0.05669,-0.08338,-0.0832,-0.08482,-0.09417,-0.08985,-0.0221,0.08612,-0.08606,-0.08802,-0.09195,-0.0935,-0.08785,-0.06342,-0.08656,93.98393,6.67e-14,3.66e-10
123,ANKRD52,-0.03445,-0.05688,-0.07834,-0.09015,-0.09511,-0.09775,0.03069,-0.00043,-0.08529,-0.10164,-0.10385,-0.10212,-0.07745,-0.07896,-0.0663,70.83209,1.36e-09,6.69e-06
124,ANKRD9,-0.22164,-0.20308,-0.21209,-0.21472,-0.18129,-0.11105,0.05661,0.25691,-0.19332,-0.2006,-0.21014,-0.2087,-0.21926,-0.22412,-0.21276,244.4738,3.99e-44,2.64e-40
125,ANKS1B,-0.06095,-0.06892,-0.0769,-0.08188,-0.10548,-0.10026,-0.07591,0.0452,-0.07568,-0.08763,-0.08089,-0.02855,-0.08386,-0.07354,-0.09518,58.58408,2.07e-07,0.00091
126,ANO10,-0.03657,-0.07316,-0.07178,-0.08192,-0.0633,-0.08684,0.08199,0.07385,-0.04757,-0.08713,-0.06205,-0.0966,-0.01516,-0.05451,-0.05129,100.05487,4.63e-15,2.6e-11
127,ANP32A,-0.31593,-0.22663,-0.15932,-0.13081,-0.07849,-0.05532,-0.4858,-0.58158,-0.15185,-0.01231,-0.00966,0.02365,-0.10164,-0.25205,0.07687,483.83755,2.46e-94,1.74e-90
128,ANP32B,-0.22746,-0.15654,-0.21934,-0.11115,-0.11568,-0.06804,0.49073,-0.07451,-0.27902,-0.30171,-0.25293,-0.32359,-0.20924,-0.27092,-0.25047,198.0361,1.38e-34,8.86e-31
129,ANP32E,-0.32679,-0.26483,-0.24503,-0.1978,-0.19474,-0.10403,0.02073,-0.16831,-0.19593,-0.15073,-0.10461,-0.10072,-0.25523,-0.3007,-0.14093,86.9947,1.4e-12,7.46e-09
130,ANXA1,-0.12949,-0.12035,-0.07509,-0.19565,-0.1246,-0.26678,-0.32442,-0.3074,1.53149,0.15158,0.25953,0.39376,-0.10199,-0.26224,-0.22613,998.46101,3.35e-204,2.45e-200
131,ANXA11,-0.27436,-0.17963,-0.15131,-0.15993,-0.08077,-0.22915,-0.28491,-0.31604,-0.04389,-0.13415,0.27602,-0.02688,-0.1823,-0.14683,-0.11589,383.48451,3.8e-73,2.63e-69
132,ANXA2,-0.17304,-0.16858,-0.12982,-0.16778,-0.14803,-0.16876,-0.17676,-0.17155,0.06379,-0.04987,-0.17329,1.77535,-0.1389,-0.15989,0.09105,804.37347,1.28e-162,9.31e-159
133,ANXA3,-0.03569,-0.08003,-0.09677,-0.06216,-0.05975,-0.09575,-0.06299,-0.0653,-0.08009,-0.07919,0.10263,-0.07652,-0.09963,-0.11012,-0.11954,97.91649,1.19e-14,6.61e-11
134,ANXA5,-0.11796,-0.12342,-0.12482,-0.12742,-0.12804,-0.14296,-0.19799,-0.19799,-0.14092,-0.12173,-0.08075,0.17813,-0.13129,-0.12638,-0.08496,64.04382,2.26e-08,0.000105
135,ANXA6,-0.18427,-0.17951,-0.15134,-0.2468,-0.27533,-0.2985,-0.30378,-0.29033,-0.23229,-0.08151,0.34562,0.40754,-0.12876,-0.11875,-0.1643,640.0467,1.58e-127,1.13e-123
136,ANXA7,-0.17859,-0.16028,-0.12012,-0.00725,-0.03676,-0.08199,-0.27072,-0.23586,-0.14842,-0.07595,-0.14805,-0.1434,-0.18856,-0.28174,-0.24736,56.94493,4e-07,0.00172
137,AP1B1,-0.25696,-0.20126,-0.23225,-0.20426,-0.25354,-0.09149,-0.04257,-0.23358,-0.18071,-0.19604,-0.15089,-0.1249,-0.25501,-0.261,-0.21579,61.81167,5.63e-08,0.000255
138,AP1M1,-0.21625,-0.21724,-0.18896,-0.17138,-0.20333,-0.14776,-0.2272,-0.21555,-0.16497,-0.13318,-0.02214,-0.01356,-0.21198,-0.2209,-0.18575,67.26416,6.01e-09,2.86e-05
139,AP1S2,-0.14042,-0.13764,-0.1144,-0.14956,-0.10291,-0.19615,-0.21719,-0.23563,-0.0428,-0.12029,-0.09804,0.03011,-0.07115,-0.11388,0.11406,75.76823,1.71e-10,8.64e-07
140,AP2A1,-0.18457,-0.1897,-0.19649,-0.18739,-0.1637,-0.10731,0.10115,-0.05342,-0.18279,-0.1609,-0.15539,-0.14064,-0.19035,-0.18217,-0.18926,51.47494,3.45e-06,0.0139
141,AP2B1,-0.25389,-0.25507,-0.25266,-0.24912,-0.13646,-0.02372,0.08794,-0.19274,-0.21592,-0.25416,-0.25911,-0.24703,-0.27817,-0.28903,-0.21144,162.85467,1.89e-27,1.18e-23
142,AP2M1,-0.34236,-0.28976,-0.25941,-0.24213,-0.13736,-0.03667,-0.00464,-0.117,-0.27827,-0.24804,-0.23214,-0.20047,-0.27808,-0.28742,-0.29824,163.05294,1.72e-27,1.08e-23
143,AP2S1,-0.3006,-0.28343,-0.24577,-0.26889,-0.21523,-0.09902,-0.14269,-0.18689,-0.27931,-0.21154,-0.06316,-0.06521,-0.21917,-0.26586,-0.1608,90.35067,3.26e-13,1.76e-09
144,AP3D1,-0.23214,-0.22031,-0.20931,-0.12507,-0.19888,-0.11524,-0.2423,-0.2336,-0.11103,-0.17365,-0.0892,-0.04294,-0.2246,-0.19207,-0.09159,62.66395,3.98e-08,0.000182
145,AP3S1,-0.2807,-0.2817,-0.1483,-0.25294,-0.1982,-0.16719,-0.30275,-0.28834,-0.15459,-0.02029,0.14311,-0.0334,-0.15064,-0.17158,-0.09941,246.04559,1.89e-44,1.25e-40
146,APBB1IP,-0.26287,-0.25721,-0.13638,-0.31823,-0.23647,-0.2177,-0.33461,-0.33496,-0.19498,0.06005,-0.0709,0.18299,-0.05372,0.13039,0.25466,269.38119,2.77e-49,1.86e-45
147,APEH,-0.18067,-0.19392,-0.20773,-0.1961,-0.19873,-0.06607,-0.15282,-0.17725,-0.20187,-0.15248,-0.15026,-0.16415,-0.19477,-0.19982,-0.20481,53.02823,1.88e-06,0.00773
148,APEX1,-0.13992,-0.01575,0.02593,-0.08285,-0.09066,-0.11517,-0.64445,-0.6957,-0.29634,0.17412,0.08273,0.11936,-0.05663,-0.12644,0.00488,819.66592,6.86e-166,4.98e-162
149,APH1A,-0.23165,-0.23691,-0.1816,-0.12545,-0.20886,-0.16571,-0.31225,-0.28991,-0.17699,-0.10203,-0.03557,0.05794,-0.18628,-0.21663,-0.07835,126.44069,3.42e-20,2.04e-16
150,API5,-0.31887,-0.22549,-0.18539,-0.13384,-0.18624,-0.02354,-0.33611,-0.37609,-0.18404,-0.14466,-0.21828,-0.12707,-0.19081,-0.19798,-0.21478,206.13944,3.05e-36,1.97e-32
151,APIP,-0.23579,-0.22996,-0.20623,-0.14815,-0.14404,-0.08407,-0.21978,-0.21323,-0.24062,-0.14097,-0.18261,-0.09625,-0.14408,-0.21682,-0.14151,63.7113,2.59e-08,0.00012
152,APLP2,-0.15457,-0.20512,-0.11468,-0.24663,-0.24336,-0.22322,-0.23507,-0.40549,-0.31278,0.36523,0.0115,0.42112,-0.24485,-0.48355,-0.44551,454.29169,4.4e-88,3.1e-84
153,APMAP,-0.22807,-0.23539,-0.19791,-0.1536,-0.14455,-0.16904,-0.25386,-0.22443,-0.20344,-0.11528,0.10596,-0.02728,-0.20332,-0.21347,-0.25819,148.61622,1.36e-24,8.35e-21
154,APOBEC3C,-0.36099,-0.29109,-0.27896,-0.16367,-0.13944,0.07191,-0.31911,-0.36702,-0.20561,-0.19322,-0.28266,-0.2443,-0.23767,-0.32769,-0.21537,396.69009,6.31e-76,4.38e-72
155,APOBEC3G,-0.04755,-0.07702,-0.07635,-0.08309,-0.09993,-0.09818,0.02692,0.05018,-0.06589,-0.09312,-0.10478,-0.09017,-0.08294,-0.07062,-0.07433,73.43325,4.58e-10,2.28e-06
156,APOC1,-0.29088,-0.24167,-0.28192,-0.27116,-0.25748,0.16088,-0.26504,-0.17186,-0.25586,-0.27959,-0.28497,-0.29872,-0.30125,-0.27269,-0.29269,529.83106,4.36e-104,3.1e-100
157,APOE,-0.19793,-0.2122,-0.2122,-0.2122,-0.15216,0.00115,-0.11268,-0.06797,-0.17176,-0.16799,-0.197,-0.18878,-0.16238,-0.2122,-0.2122,84.61647,3.9e-12,2.06e-08
158,APOPT1,-0.06378,-0.08508,-0.10191,-0.106,-0.10482,-0.09944,-0.04621,0.05846,-0.10206,-0.10362,-0.10426,-0.09995,-0.09708,-0.07088,-0.10843,79.88124,2.98e-11,1.54e-07
159,APP,-0.0894,-0.15885,-0.086,-0.14112,-0.1726,-0.23126,-0.21666,-0.20875,-0.22025,-0.03842,0.23187,0.04459,-0.03934,-0.05561,0.18749,319.38962,1.06e-59,7.21e-56
160,APPL1,-0.18396,-0.14273,-0.05167,-0.10982,-0.13451,-0.28769,-0.33909,-0.29814,-0.10951,0.05898,0.07958,0.07976,-0.07114,-0.06101,-0.04893,299.22284,1.72e-55,1.16e-51
161,APRT,-0.2796,-0.2152,-0.22971,-0.19721,-0.21725,-0.08985,-0.327,-0.28237,-0.25785,-0.1266,-0.05838,-0.078,-0.24334,-0.25197,-0.27957,149.68344,8.32e-25,5.12e-21
162,APTX,-0.02963,-0.09245,-0.07417,-0.10839,-0.0997,-0.10434,-0.0406,-0.00378,-0.09658,-0.10753,-0.1044,-0.11047,-0.09702,-0.09058,-0.10667,66.33826,8.82e-09,4.16e-05
163,AQP1,-0.24093,-0.23418,-0.24093,-0.24093,-0.24093,-0.14281,0.55071,0.07896,-0.23837,-0.23987,-0.22596,-0.22181,-0.24093,-0.23001,-0.2373,244.61908,3.72e-44,2.46e-40
164,AQP3,-0.18451,-0.18715,-0.1823,-0.1959,-0.1909,-0.11362,0.07287,0.01949,-0.16135,-0.18051,-0.15134,-0.1827,-0.17278,-0.17703,-0.1291,69.19836,2.7e-09,1.3e-05
165,ARCN1,-0.24362,-0.15194,-0.22546,-0.08737,-0.15468,-0.15145,-0.30107,-0.2793,-0.11101,-0.12031,-0.04672,0.0707,-0.19343,-0.18702,-0.02143,119.10658,9.41e-19,5.53e-15
166,ARF1,-0.28767,-0.20555,-0.25957,-0.07352,-0.21095,-0.13865,-0.23064,-0.21955,-0.02257,-0.08955,-0.06008,0.03476,-0.28911,-0.21759,0.08413,99.43122,6.09e-15,3.41e-11
167,ARF3,-0.23821,-0.25468,-0.16388,-0.08349,-0.14585,-0.23626,-0.37212,-0.36113,-0.18602,-0.02417,0.09748,0.13473,-0.16801,-0.20065,-0.14347,264.86008,2.4e-48,1.61e-44
168,ARF4,-0.26214,-0.23928,-0.233,-0.16225,-0.15353,-0.10034,-0.23457,-0.06783,-0.13523,-0.14419,-0.04976,-0.12851,-0.24534,-0.2098,-0.11216,64.42436,1.94e-08,9e-05
169,ARF6,-0.29782,-0.25766,-0.21239,-0.1961,-0.19574,-0.02791,-0.02554,-0.23525,-0.11998,-0.15721,-0.1337,-0.07723,-0.21163,-0.2065,-0.08487,117.55197,1.9e-18,1.11e-14
170,ARFIP1,-0.03201,-0.08604,-0.06749,-0.08568,-0.07947,-0.07709,0.06663,0.07234,-0.07942,-0.09013,-0.11375,-0.09623,-0.06687,-0.05535,-0.09028,101.70931,2.23e-15,1.26e-11
171,ARFIP2,-0.00461,-0.058,-0.06796,-0.06021,-0.08577,-0.09723,-0.00419,0.03772,-0.07779,-0.09937,-0.08506,-0.09603,-0.06465,-0.05539,-0.07966,83.67871,5.85e-12,3.08e-08
172,ARFRP1,-0.04549,-0.05964,-0.06797,-0.10212,-0.09043,-0.08806,-0.08533,0.03317,-0.09606,-0.09505,-0.10476,-0.10971,-0.09232,-0.06077,-0.05726,67.09383,6.45e-09,3.07e-05
173,ARG1,-0.08429,-0.08429,-0.08429,-0.08429,-0.08429,-0.07415,-0.02187,0.00341,-0.08429,-0.08429,-0.03628,-0.07834,-0.08429,-0.08429,-0.08429,260.21259,2.21e-47,1.47e-43
174,ARGLU1,-0.1901,-0.07886,-0.11082,-0.09567,-0.17271,-0.14754,-0.21918,-0.35262,-0.15992,-0.12818,-0.17607,-0.14117,-0.1335,-0.04584,-0.17819,70.98114,1.28e-09,6.29e-06
175,ARHGAP1,-0.18464,-0.16453,-0.15329,-0.08711,-0.05421,-0.14537,-0.20292,-0.2187,-0.09895,-0.0876,-0.03008,0.13084,-0.12724,-0.19876,-0.02721,102.24184,1.76e-15,9.95e-12
176,ARHGAP15,-0.18516,-0.11324,-0.17513,-0.13408,-0.12572,-0.18874,-0.26369,-0.26413,-0.08874,-0.09597,0.00153,-0.09602,-0.24749,-0.21919,-0.14053,104.25426,7.22e-16,4.1e-12
177,ARHGAP17,-0.20481,-0.18697,-0.18973,-0.1439,-0.14082,-0.16618,-0.16211,-0.16064,-0.19988,-0.08371,-0.17162,0.13156,-0.17261,-0.13562,0.12236,60.11457,1.12e-07,0.0005
178,ARHGAP22,-0.12722,-0.12451,-0.1246,-0.11808,-0.11656,-0.12839,-0.04866,-0.00266,-0.09373,-0.12161,-0.13726,-0.13772,-0.13306,-0.12356,-0.14171,59.40117,1.49e-07,0.000661
179,ARHGAP23,-0.179,-0.20945,-0.18453,-0.19928,-0.19417,-0.06679,0.10299,-0.13805,-0.20433,-0.16628,-0.15361,-0.18616,-0.21195,-0.18865,-0.21186,66.57012,8.01e-09,3.79e-05
180,ARHGAP26,-0.04728,-0.06422,-0.07512,-0.09458,-0.09323,-0.09611,0.00674,0.02968,-0.07907,-0.07587,-0.07835,-0.02681,-0.08423,-0.03528,-0.08601,64.12308,2.19e-08,0.000102
181,ARHGAP30,-0.13666,-0.13955,-0.12942,-0.1517,-0.14365,-0.16972,-0.19709,-0.19783,-0.07394,-0.08764,-0.0536,0.06146,-0.13027,-0.09765,-0.10593,61.95855,5.3e-08,0.000241
182,ARHGDIA,-0.29053,-0.21433,-0.23616,-0.11948,-0.19203,-0.2058,-0.3163,-0.27253,-0.05777,-0.01085,0.13092,0.0538,-0.18372,-0.12521,-0.01098,255.61623,1.98e-46,1.32e-42
183,ARHGDIB,0.3707,0.4107,0.28174,0.24736,0.2221,-0.46246,-0.77016,-0.75453,0.10585,0.17193,0.65102,0.3591,0.29729,0.54229,0.04084,2866.70298,0.0,0.0
184,ARHGEF12,-0.16152,-0.13208,-0.18536,-0.09786,-0.12043,-0.11301,-0.01661,0.13872,-0.14185,-0.18466,-0.18161,-0.17551,-0.18741,-0.16966,-0.17702,120.43662,5.17e-19,3.05e-15
185,ARHGEF37,-0.10492,-0.10492,-0.08898,-0.10492,-0.10492,-0.05309,-0.01196,-0.01425,-0.09953,-0.10134,-0.09621,-0.08299,-0.08462,-0.04405,-0.04137,87.16615,1.3e-12,6.93e-09
186,ARHGEF6,-0.11726,0.00187,-0.05248,-0.21818,-0.01217,-0.26915,-0.29024,-0.29877,0.08058,-0.008,-0.09126,0.05421,-0.06177,-0.16417,-0.15946,202.57468,1.64e-35,1.05e-31
187,ARHGEF7,-0.03998,-0.07981,-0.07667,-0.09906,-0.10432,-0.09868,0.00447,0.05374,-0.08687,-0.07392,-0.10154,-0.08014,-0.08633,-0.08657,-0.08588,92.19858,1.46e-13,7.93e-10
188,ARID1A,-0.29463,-0.16007,-0.24427,-0.19542,-0.06498,-0.06666,-0.25565,-0.44294,-0.12497,-0.09475,-0.1762,0.02889,-0.25573,-0.17935,-0.14295,211.16834,2.85e-37,1.85e-33
189,ARID1B,-0.11739,-0.17469,-0.11172,-0.22353,-0.1501,-0.17098,-0.16085,-0.34982,-0.05787,0.06411,-0.06798,-0.05235,-0.13552,-0.17149,-0.16452,110.89497,3.75e-17,2.17e-13
190,ARIH2,-0.22539,-0.22061,-0.20534,-0.16953,-0.16589,-0.06821,-0.15001,-0.20697,-0.16634,-0.12998,-0.14833,-0.11657,-0.195,-0.19895,-0.17658,50.37643,5.28e-06,0.0209
191,ARL14EP,-0.12357,-0.11724,-0.12869,-0.1225,-0.13523,-0.12197,0.02983,-0.0479,-0.13099,-0.13344,-0.12237,-0.11447,-0.12615,-0.12803,-0.12347,50.83743,4.42e-06,0.0177
192,ARL2BP,-0.22625,-0.20623,-0.17489,-0.12864,-0.09699,-0.06672,-0.19129,-0.24447,-0.17719,-0.15639,-0.1965,-0.19425,-0.20445,-0.2215,-0.14949,63.32276,3.04e-08,0.00014
193,ARL4A,-0.13372,-0.14482,-0.15221,-0.14765,-0.1375,-0.13554,-0.12389,0.14558,-0.1356,-0.13609,-0.13288,-0.1307,-0.15697,-0.15266,-0.1533,128.8162,1.16e-20,6.96e-17
194,ARL6IP1,-0.26358,-0.2572,-0.2477,-0.23893,-0.19834,-0.10871,-0.00458,0.30953,-0.2709,-0.20908,-0.26811,-0.18012,-0.22251,-0.25097,-0.14069,326.74749,3.06e-61,2.09e-57
195,ARL6IP5,-0.12988,-0.11873,-0.07981,0.01399,-0.09108,-0.21552,-0.33392,-0.34988,-0.13483,-0.12687,-0.00133,0.16461,-0.07885,-0.19272,-0.23503,193.03486,1.45e-33,9.24e-30
196,ARL6IP6,-0.26723,-0.23284,-0.19426,-0.09091,-0.18729,-0.0225,-0.07339,-0.24524,-0.15209,-0.17088,-0.22654,-0.22096,-0.22276,-0.1548,-0.05886,132.46922,2.21e-21,1.33e-17
197,ARL8B,-0.22197,-0.15256,-0.19247,-0.11298,-0.16449,-0.17076,-0.22922,-0.22943,-0.16424,-0.10717,0.03913,-0.01252,-0.1386,-0.20887,-0.15396,101.34872,2.61e-15,1.47e-11
198,ARMC1,-0.22975,-0.22791,-0.20416,-0.19346,-0.16296,-0.04463,-0.16005,-0.21187,-0.16187,-0.18766,-0.15757,-0.18506,-0.20835,-0.19731,-0.16991,74.94898,2.42e-10,1.22e-06
199,ARMC10,-0.28282,-0.23763,-0.22809,-0.2338,-0.18231,-0.08291,-0.26189,-0.28892,-0.21541,-0.12964,-0.13781,-0.09258,-0.23173,-0.2271,-0.20679,98.38989,9.64e-15,5.38e-11
200,ARMC6,-0.23284,-0.22334,-0.22504,-0.18103,-0.19659,-0.0805,-0.22785,-0.20421,-0.22497,-0.13615,-0.17674,-0.14287,-0.22552,-0.21142,-0.22887,65.77287,1.11e-08,5.23e-05
201,ARMC8,-0.23934,-0.18094,-0.22435,-0.0048,-0.09303,-0.01663,-0.04821,-0.13637,-0.0498,-0.21441,-0.20274,-0.18837,-0.23506,-0.24713,-0.21116,122.1448,2.39e-19,1.41e-15
202,ARNT2,-0.02664,-0.08443,-0.06533,-0.07122,-0.02998,-0.09026,0.05579,0.09068,-0.07784,-0.08373,-0.05427,-0.03601,-0.08279,-0.03598,-0.06565,107.59588,1.63e-16,9.39e-13
203,ARPC1A,-0.23834,-0.18872,-0.20327,-0.11249,-0.13701,-0.06892,-0.16884,-0.20565,-0.16489,-0.17183,-0.19157,-0.17125,-0.2065,-0.21604,-0.09731,54.83976,9.22e-07,0.00386
204,ARPC1B,-0.12161,-0.07812,-0.03305,0.34865,0.04362,-0.37899,-0.55624,-0.5321,0.09558,0.15683,0.64483,1.05928,-0.09044,-0.32603,0.11149,2001.53862,0.0,0.0
205,ARPC2,-0.25084,-0.1273,-0.02719,-0.049,-0.05231,-0.39813,-0.53401,-0.55737,-0.03172,0.18683,0.79171,0.88218,0.08194,-0.14044,0.39881,2064.6217,0.0,0.0
206,ARPC3,-0.22863,-0.16144,-0.04604,0.10175,-0.02666,-0.2487,-0.56008,-0.57949,-0.05209,0.08922,0.24988,0.4665,-0.03529,-0.09621,0.30274,827.56141,1.4e-167,1.02e-163
207,ARPC4,-0.30316,-0.24869,-0.1894,0.03104,-0.07191,-0.14695,-0.3942,-0.39144,-0.10397,-0.12815,-0.04549,0.13763,-0.22006,-0.20581,0.17426,229.53404,4.81e-41,3.15e-37
208,ARPC5,-0.23824,-0.15755,-0.13876,0.02936,-0.07891,-0.25217,-0.35706,-0.38872,0.08018,-0.01916,0.19031,0.27166,-0.06733,-0.05782,0.18407,486.5493,6.56e-95,4.63e-91
209,ARPP19,-0.18103,-0.16537,-0.15473,-0.10478,0.00452,-0.12028,-0.28342,-0.3025,-0.15105,-0.11273,-0.22752,-0.15504,-0.1769,-0.05619,-0.06182,72.96067,5.59e-10,2.78e-06
210,ARRB2,-0.16451,-0.1008,-0.0264,-0.15028,-0.10067,-0.20301,-0.17671,-0.21912,-0.00184,-0.05609,-0.03797,0.10509,-0.00327,-0.06655,-0.13928,111.61645,2.72e-17,1.57e-13
211,ARRDC3,-0.08206,-0.09482,-0.08733,-0.07348,-0.08909,-0.10424,-0.04165,0.06347,-0.06908,-0.09125,-0.1099,-0.09164,-0.07855,-0.08113,-0.051,62.65051,4e-08,0.000183
212,ARRDC4,-0.04529,-0.07936,-0.05552,-0.04542,-0.08305,-0.09146,-0.02416,0.08162,-0.0703,-0.08677,-0.09918,-0.09041,-0.04409,-0.03119,-0.01053,88.91172,6.09e-13,3.27e-09
213,ARSD,-0.12846,-0.14909,-0.14786,-0.14348,-0.13287,-0.17245,-0.11783,-0.09242,-0.09033,-0.10237,0.01218,0.03762,-0.13361,-0.14881,-0.15207,49.01699,8.91e-06,0.0346
214,ART4,-0.14768,-0.14939,-0.14939,-0.14939,-0.14939,-0.09791,-0.01727,0.04403,-0.13185,-0.13763,-0.14255,-0.13141,-0.14939,-0.14939,-0.13363,83.0894,7.53e-12,3.96e-08
215,ARV1,-0.30463,-0.27812,-0.28864,-0.25123,-0.24112,0.08133,-0.26088,-0.29398,-0.28257,-0.25378,-0.24597,-0.2399,-0.28745,-0.27986,-0.2779,365.13178,2.74e-69,1.89e-65
216,ASAH1,-0.17197,-0.06887,-0.17118,-0.01743,-0.08619,-0.17461,-0.3242,-0.30894,-0.03,-0.13691,-0.00977,-0.09566,-0.23693,-0.28088,-0.27763,103.86161,8.59e-16,4.88e-12
217,ASAP1,-0.2814,-0.27433,-0.27225,-0.23605,-0.18764,-0.05174,0.15883,-0.00648,-0.27133,-0.24196,-0.14831,-0.15935,-0.25463,-0.26133,-0.28431,175.61575,5.01e-30,3.15e-26
218,ASB1,-0.01768,-0.132,-0.06538,-0.03644,-0.08311,-0.08961,-0.0097,-0.00707,-0.08685,-0.09908,-0.10303,-0.09658,-0.04861,-0.06834,-0.0539,56.96784,3.96e-07,0.0017
219,ASCC1,-0.02952,-0.02841,-0.0821,-0.09483,-0.09371,-0.1036,-0.06224,0.02925,-0.06977,-0.09738,-0.09259,-0.09333,-0.08773,-0.07873,-0.09177,76.91064,1.05e-10,5.37e-07
220,ASF1B,-0.26297,-0.26161,-0.21028,-0.14353,-0.19383,-0.08386,-0.01277,-0.23635,-0.10415,-0.1754,-0.20619,-0.1836,-0.23165,-0.20561,0.02219,86.95609,1.42e-12,7.58e-09
221,ASH2L,-0.25951,-0.1528,-0.24753,-0.11407,-0.18295,-0.05149,-0.09704,-0.1978,-0.19001,-0.18589,-0.19057,-0.1953,-0.21502,-0.24241,-0.16686,81.38663,1.56e-11,8.13e-08
222,ASPM,-0.218,-0.20365,-0.17821,-0.18234,-0.15445,-0.10557,0.06026,0.06711,-0.16295,-0.15817,-0.1814,-0.16562,-0.17548,-0.18428,-0.09234,99.56901,5.74e-15,3.21e-11
223,ASRGL1,-0.12782,-0.15123,-0.157,-0.11234,-0.15316,-0.15493,-0.13581,-0.11551,0.01416,-0.09099,0.02656,-0.02623,-0.15634,-0.13803,-0.11379,50.83963,4.41e-06,0.0176
224,ATAD2,-0.27077,-0.24299,-0.21331,-0.18767,-0.17142,-0.08104,0.36189,-0.20528,-0.13077,-0.16317,-0.19222,-0.16843,-0.23752,-0.18487,-0.13571,132.92298,1.8e-21,1.08e-17
225,ATAD5,-0.18778,-0.18399,-0.17932,-0.16878,-0.18347,-0.06753,0.03591,-0.17928,-0.08083,-0.15407,-0.16011,-0.15628,-0.18726,-0.18638,-0.15083,55.39007,7.42e-07,0.00313
226,ATE1,-0.07348,-0.05268,-0.0958,-0.10148,-0.10052,-0.1114,-0.01713,0.00703,-0.10703,-0.11124,-0.10413,-0.11353,-0.07561,-0.09778,-0.10432,66.05578,9.91e-09,4.66e-05
227,ATF5,-0.07895,-0.08247,-0.11301,-0.11788,-0.11512,-0.06742,0.0479,0.01004,-0.11714,-0.12439,-0.12791,-0.1191,-0.12518,-0.11638,-0.11619,69.76967,2.12e-09,1.03e-05
228,ATG14,-0.07763,-0.07479,-0.0833,-0.09727,-0.07809,-0.06703,-0.01812,-0.03801,-0.07565,-0.11015,-0.08142,-0.06536,-0.09441,-0.09827,-0.09857,52.15412,2.65e-06,0.0108
229,ATG16L2,-0.16166,-0.1549,-0.13429,-0.16013,-0.11729,-0.18165,-0.0578,-0.16079,-0.10533,-0.07703,0.01265,0.0389,-0.15474,-0.1668,-0.15617,68.70091,3.31e-09,1.59e-05
230,ATG3,-0.32583,-0.28258,-0.27008,-0.2575,-0.23233,0.03976,-0.23766,-0.21887,-0.27851,-0.21487,-0.18967,-0.10797,-0.27494,-0.24842,-0.27197,248.15747,6.91e-45,4.58e-41
231,ATG4D,-0.07704,-0.08814,-0.07291,-0.03162,-0.12245,-0.0641,-0.0346,-0.03733,-0.06429,-0.06615,-0.07993,-0.09707,-0.07699,-0.09942,-0.05607,59.4002,1.49e-07,0.000662
232,ATIC,-0.28603,-0.262,-0.23756,-0.24651,-0.23133,-0.03254,-0.31583,-0.30404,-0.25953,-0.17346,-0.12782,-0.17969,-0.17423,-0.24439,-0.30734,190.60941,4.52e-33,2.88e-29
233,ATL3,-0.23043,-0.17528,-0.20582,-0.21037,-0.16747,-0.13972,-0.21418,-0.23299,-0.18057,-0.10212,-0.11057,-0.01886,-0.19283,-0.20825,-0.22905,48.22763,1.21e-05,0.0463
234,ATM,-0.23296,-0.23906,-0.24002,-0.24376,-0.25531,-0.07807,-0.2346,-0.21707,-0.18053,-0.17185,-0.17964,-0.10455,-0.19302,-0.15852,-0.13315,70.42969,1.61e-09,7.89e-06
235,ATP11A,-0.04114,-0.08683,-0.05372,-0.1045,-0.07034,-0.07315,0.16668,-0.10922,-0.08044,-0.10395,-0.11166,-0.0925,-0.09701,-0.04257,-0.07184,73.4256,4.6e-10,2.29e-06
236,ATP13A3,-0.27043,-0.25697,-0.23558,-0.24225,-0.24223,0.04676,-0.05215,-0.24378,-0.19675,-0.18994,-0.19658,-0.19295,-0.24915,-0.25883,-0.21835,245.2961,2.7e-44,1.78e-40
237,ATP1A1,-0.27164,-0.20356,-0.17451,-0.16583,-0.20116,-0.14475,0.09768,-0.29772,-0.13414,-0.14657,-0.04768,-0.06277,-0.19288,-0.28574,-0.22418,95.48967,3.45e-14,1.9e-10
238,ATP1B2,-0.23552,-0.23552,-0.23552,-0.23552,-0.23552,-0.09505,0.22125,0.05412,-0.21089,-0.23552,-0.22066,-0.22615,-0.23552,-0.23235,-0.23552,160.79137,4.92e-27,3.06e-23
239,ATP1B3,-0.31639,-0.28049,-0.20617,-0.23193,-0.2302,-0.12589,0.01127,-0.28435,-0.24483,-0.16177,-0.06229,-0.12272,-0.23284,-0.17529,-0.17379,90.75771,2.73e-13,1.48e-09
240,ATP2A2,-0.27958,-0.22255,-0.23577,-0.01844,-0.13686,-0.10717,-0.287,-0.29339,-0.14536,-0.04274,-0.149,-0.02986,-0.21941,-0.24557,-0.18184,117.39226,2.04e-18,1.19e-14
