,Gene,StatisticsValue,P-value,Adj P-value,Group6_PT_0,Group6_PT_0.01,Group6_PT_0.02,Group6_PT_0.03,Group6_PT_0.04,Group6_PT_0.05,Group6_PT_0.06,Group6_PT_0.07,Group6_PT_0.08,Group6_PT_0.09,Group6_PT_0.1,Group6_PT_0.11,Group6_PT_0.12,Group6_PT_0.13,Group6_PT_0.14,Group6_PT_0.15,Group6_PT_0.16,Group6_PT_0.17,Group6_PT_0.18,Group6_PT_0.19,Group6_PT_0.2,Group6_PT_0.21,Group6_PT_0.22,Group6_PT_0.23,Group6_PT_0.24,Group6_PT_0.25,Group6_PT_0.26,Group6_PT_0.27,Group6_PT_0.28,Group6_PT_0.29,Group6_PT_0.3,Group6_PT_0.31,Group6_PT_0.32,Group6_PT_0.33,Group6_PT_0.34,Group6_PT_0.35,Group6_PT_0.36,Group6_PT_0.37,Group6_PT_0.38,Group6_PT_0.39,Group6_PT_0.4,Group6_PT_0.41,Group6_PT_0.42,Group6_PT_0.43,Group6_PT_0.44,Group6_PT_0.45,Group6_PT_0.46,Group6_PT_0.47,Group6_PT_0.48,Group6_PT_0.49,Group6_PT_0.5,Group6_PT_0.51,Group6_PT_0.52,Group6_PT_0.53,Group6_PT_0.54,Group6_PT_0.55,Group6_PT_0.56,Group6_PT_0.57,Group6_PT_0.58,Group6_PT_0.59,Group6_PT_0.6,Group6_PT_0.61,Group6_PT_0.62,Group6_PT_0.63,Group6_PT_0.64,Group6_PT_0.65,Group6_PT_0.66,Group6_PT_0.67,Group6_PT_0.68,Group6_PT_0.69,Group6_PT_0.7,Group6_PT_0.71,Group6_PT_0.72,Group6_PT_0.73,Group6_PT_0.74,Group6_PT_0.75,Group6_PT_0.76,Group6_PT_0.77,Group6_PT_0.78,Group6_PT_0.79,Group6_PT_0.8,Group6_PT_0.81,Group6_PT_0.82,Group6_PT_0.83,Group6_PT_0.84,Group6_PT_0.85,Group6_PT_0.86,Group6_PT_0.87,Group6_PT_0.88,Group6_PT_0.89,Group6_PT_0.9,Group6_PT_0.91,Group6_PT_0.92,Group6_PT_0.93,Group6_PT_0.94,Group6_PT_0.95,Group6_PT_0.96,Group6_PT_0.97,Group6_PT_0.98,Group6_PT_0.99,Group6_PT_1
514,Nup62,43.391,8.5833e-09,0.00023513,-0.37819,-0.3626813,-0.3471794,-0.33169217,-0.31623,-0.30079122,-0.2853922,-0.2700373,-0.25473379,-0.2394891,-0.2243106,-0.20921,-0.19418133,-0.17924533,-0.1644,-0.14967,-0.13503999,-0.1205303,-0.10615,-0.09189301,-0.07778016,-0.06381431,-0.0500028,-0.03635298,-0.02287221,-0.00956782,0.0035528,0.01647078,0.02882602,0.03987035,0.04883446,0.054949,0.05744506,0.05588864,0.050876,0.043199,0.033651,0.0230254,0.012098,0.0012676,-0.00945101,-0.02006,-0.03055977,-0.0409536,-0.05124283,-0.06142931,-0.07151487,-0.08150135,-0.09139058,-0.10118439,-0.1108846,-0.12049312,-0.1300117,-0.1394422,-0.1487865,-0.1580463,-0.16722362,-0.1763202,-0.1853378,-0.19427841,-0.20314,-0.21193573,-0.22066,-0.22930681,-0.23788959,-0.24640632,-0.25485882,-0.26324894,-0.27157851,-0.2798494,-0.2880633,-0.29622226,-0.30432797,-0.3123823,-0.3203871,-0.3283442,-0.3362554,-0.3441226,-0.35194754,-0.35973215,-0.367478,-0.3751876,-0.382862,-0.39050359,-0.3981139,-0.4056948,-0.4132482,-0.4207759,-0.4282798,-0.4357617,-0.4432233,-0.45066663,-0.458093,-0.46551,-0.4729048,-0.4802931,-0.48767,-0.4950439,-0.5024102,-0.5097728,-0.5171335
515,Bcas2,40.681,3.1295e-08,0.00085573,-0.48779,-0.4696955,-0.4515919,-0.43347627,-0.41534,-0.39718499,-0.3789973,-0.3607736,-0.34250779,-0.324194,-0.3058261,-0.2874,-0.26890409,-0.25033799,-0.23169,-0.21297,-0.19414712,-0.1752326,-0.15622,-0.13709131,-0.11785246,-0.09849348,-0.07900836,-0.05939109,-0.03963567,-0.0197361,0.00031365,0.0204987,0.04019118,0.0580654,0.0727578,0.082905,0.08714321,0.08469777,0.076599,0.064223,0.048944,0.03214033,0.015158,-0.0013138,-0.01725462,-0.032673,-0.04757782,-0.0619776,-0.07588105,-0.08929695,-0.10223398,-0.11470084,-0.12670624,-0.1382589,-0.1493675,-0.16004078,-0.17028743,-0.18011615,-0.1895357,-0.1985546,-0.20718183,-0.2154259,-0.2232956,-0.23079965,-0.23795,-0.24474547,-0.2512,-0.25733304,-0.26313924,-0.268632,-0.27382003,-0.27871203,-0.28331671,-0.2876428,-0.2916989,-0.29549387,-0.29903632,-0.302335,-0.3053986,-0.3082358,-0.3108553,-0.3132659,-0.31547621,-0.31749499,-0.319331,-0.3209927,-0.322489,-0.32382873,-0.3250204,-0.3260727,-0.3269944,-0.3277942,-0.3284809,-0.3290631,-0.3295494,-0.32994876,-0.33027,-0.33052,-0.3307114,-0.3308495,-0.33094,-0.3310038,-0.3310375,-0.3310537,-0.3310612
516,Romo1,52.362,1.159e-10,3.1919e-06,-0.4644,-0.4504105,-0.4364012,-0.42234734,-0.40823,-0.39401629,-0.37969451,-0.3652388,-0.3506268,-0.3358362,-0.3208448,-0.30563,-0.29016981,-0.27444169,-0.25842,-0.24209,-0.22542682,-0.208404,-0.191,-0.17319746,-0.15496917,-0.13629442,-0.11715088,-0.09751624,-0.07736818,-0.05668437,-0.035442,-0.01364701,0.00790946,0.02753731,0.04349822,0.054054,0.05746636,0.05273265,0.041106,0.024272,0.0039165,-0.01827652,-0.040656,-0.062378,-0.08341878,-0.10379,-0.12349938,-0.1425617,-0.16098689,-0.17878617,-0.19597071,-0.21255168,-0.22854026,-0.24394764,-0.258785,-0.27306345,-0.28679425,-0.29998854,-0.3126575,-0.3248123,-0.33646417,-0.3476242,-0.3583037,-0.36851365,-0.37827,-0.38757003,-0.39644,-0.40488276,-0.41291321,-0.42054128,-0.42777815,-0.434635,-0.441123,-0.4472533,-0.4530372,-0.45848569,-0.46361008,-0.4684215,-0.4729311,-0.4771502,-0.4810898,-0.4847612,-0.48817543,-0.49134382,-0.494277,-0.4969876,-0.499485,-0.50178193,-0.5038885,-0.5058162,-0.5075763,-0.5091798,-0.5106381,-0.5119623,-0.5131635,-0.51425292,-0.515242,-0.51614,-0.5169624,-0.51771648,-0.51841,-0.5190682,-0.5196882,-0.5202859,-0.5208723
517,Bms1,54.461,4.2135e-11,1.1614e-06,-0.43917,-0.4235959,-0.4079966,-0.39234614,-0.37662,-0.36078996,-0.34483313,-0.3287231,-0.3124343,-0.2959412,-0.2792184,-0.26224,-0.24498102,-0.22741549,-0.20952,-0.19126,-0.17262504,-0.1535785,-0.1341,-0.11415758,-0.09373215,-0.07279603,-0.05132367,-0.02928954,-0.00666811,0.01656615,0.040439,0.06494184,0.08908325,0.11075082,0.12777152,0.13797,0.13918068,0.1301603,0.11255,0.088537,0.06031,0.03005782,-7.6391e-05,-0.029001,-0.05668921,-0.083161,-0.10843697,-0.1325371,-0.15548183,-0.17729135,-0.19798595,-0.21758592,-0.23611152,-0.25358302,-0.2700207,-0.28544481,-0.29987564,-0.31333346,-0.3258385,-0.3374111,-0.34807155,-0.35784,-0.3667368,-0.37478227,-0.382,-0.38840006,-0.39401,-0.39885555,-0.40294811,-0.40631092,-0.40896423,-0.41092833,-0.41222348,-0.4128699,-0.412888,-0.41229795,-0.41112003,-0.4093745,-0.4070817,-0.4042618,-0.4009351,-0.3971219,-0.39284254,-0.38811716,-0.382966,-0.3774096,-0.371468,-0.36516145,-0.3585103,-0.3515349,-0.3442553,-0.336692,-0.3288651,-0.320795,-0.3125019,-0.30400615,-0.295328,-0.28649,-0.2775052,-0.26840126,-0.2592,-0.2499096,-0.2405624,-0.2311747,-0.2217667
518,Snrpg,55.059,3.1573e-11,8.7052e-07,-0.41487,-0.4037372,-0.3925664,-0.38132599,-0.36998,-0.358497,-0.34683879,-0.3349717,-0.32286088,-0.3104715,-0.2977689,-0.28472,-0.27128421,-0.25743261,-0.24313,-0.22834,-0.2130229,-0.197152,-0.18069,-0.16359971,-0.14584874,-0.12740145,-0.10822302,-0.08827865,-0.06753351,-0.0459528,-0.023502,-0.00017417,0.02318892,0.04478293,0.06275084,0.075236,0.0803807,0.07710013,0.066674,0.050837,0.03132,0.00985848,-0.011851,-0.032941,-0.05338503,-0.073193,-0.09237616,-0.1109447,-0.12890929,-0.1462806,-0.16306919,-0.17928566,-0.1949406,-0.21004461,-0.2246083,-0.23864223,-0.25215702,-0.26516326,-0.2776715,-0.2896925,-0.30123662,-0.3123146,-0.322937,-0.33311443,-0.34286,-0.35217671,-0.36108,-0.3695862,-0.37769763,-0.38542765,-0.39278685,-0.39978583,-0.40643518,-0.4127455,-0.4187274,-0.42439141,-0.42974819,-0.4348083,-0.4395824,-0.444081,-0.4483147,-0.4522942,-0.45602995,-0.45953264,-0.462813,-0.4658811,-0.468748,-0.47142443,-0.4739206,-0.4762473,-0.478415,-0.4804344,-0.4823161,-0.4840707,-0.4857087,-0.48724072,-0.488677,-0.49003,-0.4913071,-0.49252135,-0.49368,-0.4948014,-0.4958885,-0.4969544,-0.4980097
519,Ube2j2,51.249,1.9803e-10,5.4497e-06,-0.41756,-0.4039738,-0.3903665,-0.37672313,-0.36303,-0.34925572,-0.33539559,-0.3214271,-0.30733216,-0.2930927,-0.2786908,-0.26411,-0.2493269,-0.23432889,-0.2191,-0.20361,-0.18785383,-0.1718083,-0.15546,-0.13877792,-0.12175703,-0.10437491,-0.0866135,-0.06845473,-0.04988056,-0.0308729,-0.011414,0.00849006,0.02809598,0.04582454,0.06005075,0.06915,0.07149655,0.06615767,0.05432,0.037577,0.01752,-0.00425691,-0.026194,-0.047494,-0.06813419,-0.088125,-0.10747778,-0.1262028,-0.14431105,-0.16181337,-0.17872056,-0.19504346,-0.21079287,-0.22597963,-0.2406145,-0.25470845,-0.26827215,-0.28131648,-0.2938522,-0.3058903,-0.3174414,-0.3285164,-0.3391262,-0.34928145,-0.35899,-0.36827194,-0.37713,-0.38557446,-0.39361978,-0.40127557,-0.40855264,-0.41546182,-0.42201393,-0.4282198,-0.4340902,-0.43963603,-0.44486806,-0.4497971,-0.454434,-0.4587896,-0.4628747,-0.4667,-0.47027655,-0.47361501,-0.476726,-0.4796211,-0.48231,-0.48480478,-0.4871153,-0.4892527,-0.4912278,-0.4930514,-0.4947344,-0.4962875,-0.4977215,-0.49904742,-0.500276,-0.50142,-0.502484,-0.50348529,-0.50443,-0.5053363,-0.5062077,-0.5070575,-0.5078965
520,2010107E04Rik,42.643,1.2271e-08,0.000336,-0.60445,-0.5827104,-0.5609886,-0.53931126,-0.5177,-0.49617841,-0.4747673,-0.4534893,-0.43236667,-0.4114215,-0.3906761,-0.37015,-0.34987301,-0.32985978,-0.31014,-0.29072,-0.27163954,-0.2529132,-0.23456,-0.21661445,-0.19908633,-0.18200198,-0.16538359,-0.14925334,-0.13363343,-0.11854605,-0.10401,-0.09006679,-0.07700789,-0.06544578,-0.05600631,-0.049315,-0.04599838,-0.04639478,-0.049964,-0.055997,-0.063785,-0.07261958,-0.081806,-0.090987,-0.1001488,-0.10929,-0.11841416,-0.1275185,-0.1366045,-0.14567234,-0.15472239,-0.16375498,-0.17277043,-0.18176906,-0.1907512,-0.19971716,-0.20866728,-0.21760188,-0.2265213,-0.2354258,-0.24431575,-0.2531915,-0.2620533,-0.27090156,-0.27974,-0.2885586,-0.29737,-0.30616518,-0.31495036,-0.3237239,-0.33248612,-0.34123734,-0.34997789,-0.3587081,-0.3674283,-0.37613874,-0.38483983,-0.3935319,-0.4022152,-0.4108901,-0.4195569,-0.4282159,-0.43686755,-0.44551205,-0.45415,-0.462781,-0.471406,-0.48002536,-0.4886391,-0.4972477,-0.5058515,-0.5144507,-0.5230457,-0.5316369,-0.5402244,-0.54880877,-0.55739,-0.56597,-0.5745456,-0.58312027,-0.59169,-0.600265,-0.6088358,-0.6174059,-0.6259757
521,Vegfb,54.512,4.111e-11,1.1332e-06,-0.42942,-0.4148654,-0.4002759,-0.38562255,-0.37087,-0.35599696,-0.3409609,-0.3257335,-0.31028279,-0.2945769,-0.278584,-0.26227,-0.24560951,-0.22856409,-0.2111,-0.1932,-0.17481245,-0.1559171,-0.13648,-0.11646798,-0.09585035,-0.07459483,-0.05266952,-0.03004253,-0.00668195,0.01744409,0.042368,0.06808698,0.09362548,0.11689539,0.13574877,0.14804,0.15161467,0.14524191,0.13047,0.1094,0.084114,0.05669919,0.029205,0.0026753,-0.02286155,-0.047422,-0.0710212,-0.0936766,-0.11540406,-0.1362199,-0.15614038,-0.17518177,-0.19336037,-0.21069245,-0.2271943,-0.24288217,-0.25777236,-0.27188115,-0.2852248,-0.2978196,-0.3096819,-0.3208279,-0.3312738,-0.34103607,-0.35013,-0.35857447,-0.36638,-0.37357331,-0.38016109,-0.38616283,-0.39159478,-0.39647325,-0.4008145,-0.4046348,-0.4079505,-0.41077775,-0.41313293,-0.4150323,-0.4164921,-0.4175287,-0.4181583,-0.4183971,-0.4182616,-0.41776792,-0.416932,-0.4157712,-0.414301,-0.41253734,-0.4104971,-0.4081964,-0.4056516,-0.4028788,-0.3998944,-0.3967146,-0.3933558,-0.38983418,-0.386166,-0.38237,-0.3784554,-0.37444536,-0.37035,-0.3661974,-0.3619921,-0.3577542,-0.3535
522,Eprs,63.541,5.2212e-13,1.445e-08,-0.4498,-0.4333163,-0.4168175,-0.40027877,-0.38368,-0.36700203,-0.35022414,-0.3333267,-0.31628964,-0.2990932,-0.2817173,-0.26414,-0.24634767,-0.22831404,-0.21002,-0.19145,-0.17257871,-0.153389,-0.13386,-0.11397311,-0.09370706,-0.07304237,-0.05195909,-0.03043731,-0.00845708,0.01400152,0.036958,0.06040099,0.08335852,0.1037699,0.11951482,0.12847,0.12852449,0.11846933,0.099931,0.075075,0.046065,0.01506426,-0.015806,-0.045467,-0.07389199,-0.1011,-0.12711497,-0.1519535,-0.17563716,-0.19818612,-0.21962066,-0.23996106,-0.25922758,-0.27744046,-0.29462,-0.31078642,-0.32596001,-0.34016102,-0.3534097,-0.3657264,-0.37713122,-0.3876446,-0.3972866,-0.40607768,-0.41404,-0.42118783,-0.42755,-0.43313711,-0.43797708,-0.44208762,-0.44548899,-0.44820145,-0.45024526,-0.4516407,-0.452408,-0.45256745,-0.4521393,-0.4511438,-0.4496013,-0.4475319,-0.444956,-0.4418937,-0.43836551,-0.43439151,-0.429992,-0.4251873,-0.419998,-0.41444311,-0.4085442,-0.4023211,-0.3957941,-0.3889834,-0.3819094,-0.3745921,-0.367052,-0.35930929,-0.351384,-0.3433,-0.335068,-0.3267174,-0.31827,-0.3097325,-0.3011388,-0.2925046,-0.28385
523,Ruvbl2,49.05,5.7013e-10,1.5669e-05,-0.34586,-0.3384042,-0.3309087,-0.32333279,-0.31564,-0.30777838,-0.29971939,-0.2914189,-0.2828366,-0.2739323,-0.2646657,-0.255,-0.24488464,-0.23428967,-0.22317,-0.21149,-0.19920397,-0.1862743,-0.17266,-0.15832173,-0.14321835,-0.1273099,-0.11055611,-0.09291675,-0.07435155,-0.05482027,-0.034283,-0.01273013,0.00891368,0.02866423,0.04447935,0.054317,0.05613516,0.04874693,0.033589,0.012599,-0.012283,-0.03911968,-0.066012,-0.091991,-0.11703096,-0.14115,-0.16435475,-0.1866694,-0.20810629,-0.22868095,-0.24840875,-0.26730508,-0.28538533,-0.3026649,-0.3191592,-0.33488361,-0.34985354,-0.36408438,-0.3775915,-0.3903904,-0.40249636,-0.4139248,-0.4246912,-0.43481088,-0.4443,-0.45317171,-0.46144,-0.46913051,-0.47624764,-0.48281046,-0.48883436,-0.49433474,-0.499327,-0.5038265,-0.5078487,-0.51140903,-0.51452277,-0.5172054,-0.5194723,-0.5213388,-0.5228204,-0.5239325,-0.52469037,-0.52510953,-0.525205,-0.5249932,-0.524489,-0.52370665,-0.522663,-0.5213731,-0.5198521,-0.5181156,-0.5161789,-0.5140575,-0.5117667,-0.50932186,-0.506738,-0.50403,-0.5012176,-0.49831085,-0.49533,-0.4922818,-0.4891903,-0.486068,-0.4829303
524,Rpl10-ps3,47.915,9.8302e-10,2.6994e-05,-0.27607,-0.2744611,-0.2728183,-0.27110374,-0.26928,-0.26731542,-0.26516985,-0.2628088,-0.26019632,-0.2572965,-0.2540735,-0.25049,-0.24651405,-0.24210581,-0.23723,-0.23185,-0.22593602,-0.2194447,-0.21234,-0.2045944,-0.19616363,-0.18701455,-0.17711124,-0.1664178,-0.1548983,-0.14251683,-0.12924,-0.11504695,-0.10059763,-0.08729945,-0.07660353,-0.069961,-0.06882249,-0.07404515,-0.084663,-0.09936,-0.11682,-0.13573353,-0.15481,-0.17338,-0.19144355,-0.209,-0.22604929,-0.2426116,-0.25869148,-0.27429741,-0.28943784,-0.30412124,-0.31835607,-0.3321508,-0.3455139,-0.35845379,-0.37097899,-0.38309793,-0.3948191,-0.4061509,-0.4171019,-0.4276805,-0.4378951,-0.44775431,-0.45727,-0.46644011,-0.47528,-0.4838056,-0.49201439,-0.49991849,-0.50752636,-0.51484647,-0.52188729,-0.5286573,-0.5351649,-0.5414186,-0.54742686,-0.5531981,-0.5587409,-0.5640636,-0.5691748,-0.5740828,-0.57879611,-0.58332325,-0.587673,-0.5918528,-0.595872,-0.59973912,-0.6034622,-0.6070499,-0.6105107,-0.6138529,-0.6170851,-0.6202158,-0.6232533,-0.62620626,-0.629083,-0.63189,-0.6346419,-0.63734087,-0.64,-0.6426204,-0.6452179,-0.6477984,-0.6503705
525,Gm4737,69.446,2.9706e-14,8.2396e-10,-0.31519,-0.3056932,-0.2961497,-0.28650706,-0.27672,-0.26672629,-0.25648902,-0.2459544,-0.23507293,-0.223795,-0.2120711,-0.19985,-0.18708704,-0.1737278,-0.15972,-0.14503,-0.12958658,-0.1133532,-0.096277,-0.07830945,-0.05940006,-0.03949956,-0.01855841,0.00347295,0.02664407,0.05100451,0.076604,0.10345342,0.13044302,0.15518571,0.17522524,0.18811,0.19137036,0.18359489,0.16652,0.14248,0.11383,0.0829068,0.052008,0.022303,-0.00617753,-0.033454,-0.05954576,-0.0844736,-0.10825728,-0.13091696,-0.15247268,-0.17294452,-0.19235253,-0.21071681,-0.2280574,-0.24439441,-0.25974788,-0.2741379,-0.2875845,-0.3001079,-0.31172793,-0.3224648,-0.3323387,-0.34136946,-0.34958,-0.35698227,-0.3636,-0.36946384,-0.37458059,-0.37897476,-0.3826664,-0.3856756,-0.38802242,-0.3897269,-0.3908092,-0.39128934,-0.39118737,-0.3905234,-0.3893175,-0.3875897,-0.3853601,-0.3826488,-0.37947578,-0.37586121,-0.371825,-0.3673876,-0.362569,-0.35738856,-0.3518672,-0.3460246,-0.339881,-0.3334563,-0.3267707,-0.3198443,-0.3126971,-0.30534911,-0.297821,-0.29013,-0.2823016,-0.27435153,-0.2663,-0.2581703,-0.2499793,-0.2417482,-0.233497
526,Samm50,66.698,1.1288e-13,3.1285e-09,-0.45405,-0.4416441,-0.4291981,-0.41666373,-0.404,-0.39115332,-0.37808891,-0.3647595,-0.35112082,-0.3371288,-0.3227392,-0.30791,-0.29259075,-0.2767435,-0.26032,-0.24328,-0.22557966,-0.2071704,-0.18801,-0.16805506,-0.14726055,-0.1255826,-0.10297705,-0.0793997,-0.05480641,-0.02915298,-0.0023953,0.02547538,0.05342254,0.07922038,0.10057847,0.11521,0.12081415,0.1160666,0.10256,0.082451,0.057897,0.03105486,0.0040374,-0.022077,-0.04725728,-0.071519,-0.09487645,-0.117346,-0.13894263,-0.15968164,-0.17957834,-0.19864805,-0.21690608,-0.23436775,-0.2510484,-0.26696327,-0.28212775,-0.29655712,-0.3102667,-0.3232718,-0.33558778,-0.3472299,-0.3582135,-0.36855384,-0.37827,-0.38736619,-0.39587,-0.40378945,-0.41114347,-0.41794615,-0.42421283,-0.4299588,-0.4351994,-0.4399499,-0.4442257,-0.44804203,-0.45141424,-0.4543576,-0.4568875,-0.4590193,-0.4607681,-0.4621494,-0.4631785,-0.46387065,-0.464241,-0.4643054,-0.464079,-0.46357631,-0.4628136,-0.4618058,-0.4605683,-0.4591164,-0.4574654,-0.4556306,-0.4536274,-0.45147103,-0.449177,-0.44676,-0.4442362,-0.44162037,-0.43893,-0.4361743,-0.4333747,-0.4305445,-0.427699
527,Psma3,63.05,6.6233e-13,1.8325e-08,-0.53286,-0.5170127,-0.5011574,-0.48527917,-0.46937,-0.45340867,-0.43739353,-0.4213099,-0.40514638,-0.3888916,-0.372534,-0.35606,-0.3394651,-0.32273091,-0.30585,-0.28881,-0.27159244,-0.2541963,-0.23661,-0.21881043,-0.20079794,-0.18255718,-0.16407673,-0.14534519,-0.12635114,-0.10708317,-0.08753,-0.06770596,-0.04839486,-0.03125487,-0.0179918,-0.010311,-0.0099193,-0.01778221,-0.0326,-0.052637,-0.07616,-0.1014344,-0.12676,-0.15127,-0.17494841,-0.1978,-0.21983989,-0.241084,-0.2615453,-0.28123756,-0.30017451,-0.31836986,-0.33583736,-0.35259075,-0.3686437,-0.38401009,-0.39870351,-0.41273775,-0.4261265,-0.4388836,-0.45102267,-0.4625575,-0.4735018,-0.48386929,-0.49367,-0.50292887,-0.51165,-0.51984609,-0.52753565,-0.53473082,-0.54144533,-0.54769292,-0.55348731,-0.5588423,-0.5637715,-0.56828869,-0.57240765,-0.5761421,-0.5795057,-0.5825123,-0.5851756,-0.5875092,-0.58952703,-0.59124271,-0.59267,-0.5938226,-0.594714,-0.59535879,-0.5957698,-0.5959611,-0.5959464,-0.5957395,-0.595354,-0.5948037,-0.5941024,-0.5932637,-0.592301,-0.59123,-0.590061,-0.58881035,-0.58749,-0.5861168,-0.5847013,-0.5832584,-0.5818017
528,Ahctf1,52.101,1.314e-10,3.618e-06,-0.32406,-0.3143868,-0.3046582,-0.29482061,-0.28482,-0.27460052,-0.26410904,-0.2532906,-0.24209078,-0.230455,-0.2183288,-0.20566,-0.1923873,-0.17846296,-0.16383,-0.14843,-0.13222174,-0.115137,-0.097126,-0.07813397,-0.05810675,-0.03698973,-0.01472842,0.00873167,0.03344504,0.05946616,0.08685,0.11560862,0.14455141,0.17111373,0.19265691,0.20654,0.2101318,0.20189516,0.1837,0.15808,0.12754,0.09461851,0.061775,0.030271,0.00013859,-0.028645,-0.05610127,-0.0822537,-0.10712454,-0.13073617,-0.1531111,-0.17427183,-0.19424083,-0.2130406,-0.2306936,-0.24722237,-0.26264935,-0.27699703,-0.2902879,-0.3025444,-0.31378915,-0.3240445,-0.333333,-0.34167709,-0.3491,-0.35562208,-0.36127,-0.36605937,-0.37001883,-0.37316883,-0.37553184,-0.37713035,-0.37798684,-0.3781238,-0.3775637,-0.37632909,-0.37444237,-0.3719261,-0.3688027,-0.3650946,-0.3608245,-0.3560147,-0.35068771,-0.34486607,-0.338572,-0.3318287,-0.324658,-0.31708244,-0.3091247,-0.3008072,-0.2921524,-0.2831828,-0.2739209,-0.2643892,-0.2546101,-0.24460622,-0.2344,-0.22401,-0.2134702,-0.20279176,-0.192,-0.18112,-0.1701717,-0.1591785,-0.1481627
529,Csnk1a1,43.001,1.0344e-08,0.0002833,-0.46835,-0.4496249,-0.430916,-0.41223043,-0.39358,-0.37497526,-0.3564289,-0.3379522,-0.3195567,-0.3012541,-0.2830559,-0.26497,-0.24701923,-0.22920401,-0.21154,-0.19404,-0.17670996,-0.1595678,-0.14262,-0.12588706,-0.10937162,-0.09308828,-0.07704865,-0.06126433,-0.04574694,-0.03050806,-0.015559,-0.00092729,0.01292129,0.02501868,0.03436993,0.03998,0.04085447,0.03644262,0.027558,0.015276,0.00067101,-0.01518255,-0.031232,-0.046938,-0.06228518,-0.077278,-0.09192326,-0.1062263,-0.12019312,-0.13382971,-0.14714194,-0.16013569,-0.17281688,-0.1851914,-0.1972651,-0.20904401,-0.2205339,-0.23174071,-0.2426703,-0.2533287,-0.26372162,-0.2738551,-0.2837349,-0.29336711,-0.30276,-0.31191194,-0.32084,-0.32953676,-0.33801891,-0.34628875,-0.35435218,-0.36221509,-0.36988338,-0.3773629,-0.3846597,-0.39177951,-0.39872831,-0.405512,-0.4121364,-0.4186075,-0.4249311,-0.4311133,-0.43715973,-0.44307645,-0.448869,-0.4545443,-0.460107,-0.46556385,-0.4709203,-0.4761824,-0.481356,-0.4864471,-0.4914615,-0.4964052,-0.5012839,-0.5061037,-0.51087,-0.51559,-0.5202682,-0.52491104,-0.52952,-0.5341142,-0.5386863,-0.5432466,-0.547801
530,Snrpc,58.456,6.1211e-12,1.6906e-07,-0.46908,-0.4554037,-0.4417028,-0.42794789,-0.41411,-0.40016727,-0.38608747,-0.3718452,-0.35741353,-0.3427652,-0.3278733,-0.31271,-0.29725029,-0.28146504,-0.26533,-0.24881,-0.2318895,-0.2145342,-0.19672,-0.17841579,-0.15959863,-0.14024006,-0.120313,-0.09979039,-0.07864516,-0.05685023,-0.034379,-0.01123097,0.0117696,0.03286474,0.0502452,0.062102,0.06662554,0.06276679,0.051806,0.035471,0.015487,-0.00641751,-0.028552,-0.050053,-0.07089416,-0.091085,-0.11063792,-0.1295626,-0.14787033,-0.16557184,-0.182678,-0.19919961,-0.21514751,-0.23053253,-0.2453655,-0.25965719,-0.27341849,-0.2866602,-0.2993931,-0.3116282,-0.32337605,-0.3346477,-0.3454538,-0.35580529,-0.36571,-0.37518766,-0.38424,-0.39288138,-0.40112204,-0.40897302,-0.41644513,-0.4235492,-0.43029605,-0.4366965,-0.4427614,-0.44850155,-0.45392778,-0.4590509,-0.4638818,-0.4684312,-0.47271,-0.476729,-0.48049906,-0.48403096,-0.487336,-0.4904236,-0.493306,-0.49599359,-0.4984971,-0.5008275,-0.5029955,-0.5050119,-0.5068876,-0.5086334,-0.5102601,-0.51177862,-0.5132,-0.51453,-0.5157928,-0.5169866,-0.51813,-0.5192225,-0.5202864,-0.5213286,-0.52236
531,Ammecr1,51.94,1.42e-10,3.9095e-06,-0.33554,-0.3268186,-0.318023,-0.30908482,-0.29993,-0.29049501,-0.28070074,-0.2704785,-0.2597568,-0.2484645,-0.2365301,-0.22388,-0.21044987,-0.19616136,-0.18095,-0.16473,-0.1474462,-0.1290201,-0.10938,-0.08845849,-0.06618022,-0.04247521,-0.01727212,0.00950038,0.03791364,0.06803899,0.099948,0.13366794,0.16795249,0.20010324,0.22734321,0.2469,0.25598344,0.25297207,0.23973,0.2188,0.19271,0.16400604,0.13518,0.10749,0.08097648,0.055622,0.03140526,0.0083073,-0.01369132,-0.03460983,-0.05446754,-0.07328374,-0.09107771,-0.10786874,-0.1236761,-0.13851915,-0.15241709,-0.16538925,-0.1774549,-0.1886333,-0.19894385,-0.2084057,-0.2170382,-0.22486069,-0.23189,-0.23815255,-0.24366,-0.24843559,-0.25249702,-0.25586411,-0.25855615,-0.26059242,-0.26199221,-0.2627748,-0.2629595,-0.26256557,-0.26161231,-0.260119,-0.258105,-0.2555894,-0.2525917,-0.2491311,-0.2452269,-0.24089837,-0.236165,-0.2310455,-0.22556,-0.2197268,-0.213566,-0.2070966,-0.2003378,-0.1933091,-0.1860296,-0.1785187,-0.1707956,-0.16287961,-0.15479,-0.14655,-0.1381674,-0.12967277,-0.12108,-0.1124136,-0.1036876,-0.094923,-0.0861391
